emotion_weight,gen_text,output_wav,identity_ref,emotion_ref,wer,sim_o,mcd
0.0,The situation has become completely unacceptable and we need to act now.,results\baseline\4_emotion_transfer\emo_w0.00.wav,C:\Users\User\Documents\MSc\Studies\New folder\F5-TTS\src\f5_tts\infer\examples\basic\basic_ref_en.wav,C:\Users\User\Documents\MSc\Studies\New folder\F5-TTS\src\f5_tts\infer\examples\basic\basic_ref_zh.wav,8.33,0.8915,742.8926
0.2,The situation has become completely unacceptable and we need to act now.,results\baseline\4_emotion_transfer\emo_w0.20.wav,C:\Users\User\Documents\MSc\Studies\New folder\F5-TTS\src\f5_tts\infer\examples\basic\basic_ref_en.wav,C:\Users\User\Documents\MSc\Studies\New folder\F5-TTS\src\f5_tts\infer\examples\basic\basic_ref_zh.wav,0.0,0.8712,726.4378
0.35,The situation has become completely unacceptable and we need to act now.,results\baseline\4_emotion_transfer\emo_w0.35.wav,C:\Users\User\Documents\MSc\Studies\New folder\F5-TTS\src\f5_tts\infer\examples\basic\basic_ref_en.wav,C:\Users\User\Documents\MSc\Studies\New folder\F5-TTS\src\f5_tts\infer\examples\basic\basic_ref_zh.wav,0.0,0.8457,734.5315
0.5,The situation has become completely unacceptable and we need to act now.,results\baseline\4_emotion_transfer\emo_w0.50.wav,C:\Users\User\Documents\MSc\Studies\New folder\F5-TTS\src\f5_tts\infer\examples\basic\basic_ref_en.wav,C:\Users\User\Documents\MSc\Studies\New folder\F5-TTS\src\f5_tts\infer\examples\basic\basic_ref_zh.wav,0.0,0.8383,786.5884
0.7,The situation has become completely unacceptable and we need to act now.,results\baseline\4_emotion_transfer\emo_w0.70.wav,C:\Users\User\Documents\MSc\Studies\New folder\F5-TTS\src\f5_tts\infer\examples\basic\basic_ref_en.wav,C:\Users\User\Documents\MSc\Studies\New folder\F5-TTS\src\f5_tts\infer\examples\basic\basic_ref_zh.wav,0.0,0.8371,747.2929
1.0,The situation has become completely unacceptable and we need to act now.,results\baseline\4_emotion_transfer\emo_w1.00.wav,C:\Users\User\Documents\MSc\Studies\New folder\F5-TTS\src\f5_tts\infer\examples\basic\basic_ref_en.wav,C:\Users\User\Documents\MSc\Studies\New folder\F5-TTS\src\f5_tts\infer\examples\basic\basic_ref_zh.wav,0.0,0.823,757.8743
