method,method_label,primary_param,primary_value,sway_coef,tag,wer,sim_A,sim_B,mcd_A,duration_s,output_wav
A,Method A — SDEdit (noise injection),noise_level,0.25,0.3,a0.25_sp0.3,95.0,0.1902,0.2561,670.04,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.25_sp0.3.wav
A,Method A — SDEdit (noise injection),noise_level,0.25,0.4,a0.25_sp0.4,95.0,0.1722,0.2531,665.1,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.25_sp0.4.wav
A,Method A — SDEdit (noise injection),noise_level,0.25,0.5,a0.25_sp0.5,95.0,0.1661,0.2597,659.88,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.25_sp0.5.wav
A,Method A — SDEdit (noise injection),noise_level,0.25,0.6,a0.25_sp0.6,100.0,0.1624,0.2666,654.68,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.25_sp0.6.wav
A,Method A — SDEdit (noise injection),noise_level,0.25,0.7,a0.25_sp0.7,100.0,0.1533,0.2705,651.21,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.25_sp0.7.wav
A,Method A — SDEdit (noise injection),noise_level,0.25,0.8,a0.25_sp0.8,100.0,0.1521,0.2826,648.12,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.25_sp0.8.wav
A,Method A — SDEdit (noise injection),noise_level,0.25,0.9,a0.25_sp0.9,100.0,0.1447,0.2882,645.41,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.25_sp0.9.wav
A,Method A — SDEdit (noise injection),noise_level,0.25,1.0,a0.25_sp1.0,100.0,0.147,0.2975,643.3,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.25_sp1.0.wav
A,Method A — SDEdit (noise injection),noise_level,0.3,-1.0,a0.30_sn1.0,95.0,0.3755,0.2925,717.8,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.30_sn1.0.wav
A,Method A — SDEdit (noise injection),noise_level,0.3,-0.9,a0.30_sn0.9,100.0,0.3466,0.2605,714.68,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.30_sn0.9.wav
A,Method A — SDEdit (noise injection),noise_level,0.3,-0.8,a0.30_sn0.8,100.0,0.3373,0.2509,709.79,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.30_sn0.8.wav
A,Method A — SDEdit (noise injection),noise_level,0.3,-0.7,a0.30_sn0.7,100.0,0.3232,0.2522,708.14,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.30_sn0.7.wav
A,Method A — SDEdit (noise injection),noise_level,0.3,-0.6,a0.30_sn0.6,100.0,0.3076,0.2444,703.73,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.30_sn0.6.wav
A,Method A — SDEdit (noise injection),noise_level,0.3,-0.5,a0.30_sn0.5,100.0,0.3023,0.2473,701.38,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.30_sn0.5.wav
A,Method A — SDEdit (noise injection),noise_level,0.3,-0.4,a0.30_sn0.4,100.0,0.2872,0.2439,698.95,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.30_sn0.4.wav
A,Method A — SDEdit (noise injection),noise_level,0.3,-0.3,a0.30_sn0.3,100.0,0.2792,0.2485,695.78,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.30_sn0.3.wav
A,Method A — SDEdit (noise injection),noise_level,0.3,-0.2,a0.30_sn0.2,100.0,0.2654,0.2523,692.08,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.30_sn0.2.wav
A,Method A — SDEdit (noise injection),noise_level,0.3,-0.1,a0.30_sn0.1,100.0,0.2536,0.2557,687.98,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.30_sn0.1.wav
A,Method A — SDEdit (noise injection),noise_level,0.3,-0.0,a0.30_sn0.0,100.0,0.2406,0.2593,683.77,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.30_sn0.0.wav
A,Method A — SDEdit (noise injection),noise_level,0.3,0.1,a0.30_sp0.1,100.0,0.2193,0.2542,678.93,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.30_sp0.1.wav
A,Method A — SDEdit (noise injection),noise_level,0.3,0.2,a0.30_sp0.2,100.0,0.1984,0.2492,674.31,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.30_sp0.2.wav
A,Method A — SDEdit (noise injection),noise_level,0.3,0.3,a0.30_sp0.3,100.0,0.1773,0.2452,670.16,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.30_sp0.3.wav
A,Method A — SDEdit (noise injection),noise_level,0.3,0.4,a0.30_sp0.4,100.0,0.1597,0.2391,665.15,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.30_sp0.4.wav
A,Method A — SDEdit (noise injection),noise_level,0.3,0.5,a0.30_sp0.5,100.0,0.1577,0.2458,660.5,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.30_sp0.5.wav
A,Method A — SDEdit (noise injection),noise_level,0.3,0.6,a0.30_sp0.6,100.0,0.1463,0.2467,655.62,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.30_sp0.6.wav
A,Method A — SDEdit (noise injection),noise_level,0.3,0.7,a0.30_sp0.7,100.0,0.1429,0.2575,651.32,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.30_sp0.7.wav
A,Method A — SDEdit (noise injection),noise_level,0.3,0.8,a0.30_sp0.8,100.0,0.1358,0.2596,647.39,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.30_sp0.8.wav
A,Method A — SDEdit (noise injection),noise_level,0.3,0.9,a0.30_sp0.9,100.0,0.1331,0.2656,643.85,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.30_sp0.9.wav
A,Method A — SDEdit (noise injection),noise_level,0.3,1.0,a0.30_sp1.0,100.0,0.1284,0.2691,640.95,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.30_sp1.0.wav
A,Method A — SDEdit (noise injection),noise_level,0.35,-1.0,a0.35_sn1.0,100.0,0.3439,0.2425,711.21,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.35_sn1.0.wav
A,Method A — SDEdit (noise injection),noise_level,0.35,-0.9,a0.35_sn0.9,100.0,0.3376,0.2397,708.41,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.35_sn0.9.wav
A,Method A — SDEdit (noise injection),noise_level,0.35,-0.8,a0.35_sn0.8,100.0,0.3228,0.2337,706.2,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.35_sn0.8.wav
A,Method A — SDEdit (noise injection),noise_level,0.35,-0.7,a0.35_sn0.7,100.0,0.3152,0.2333,703.74,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.35_sn0.7.wav
A,Method A — SDEdit (noise injection),noise_level,0.35,-0.6,a0.35_sn0.6,100.0,0.3122,0.241,701.32,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.35_sn0.6.wav
A,Method A — SDEdit (noise injection),noise_level,0.35,-0.5,a0.35_sn0.5,100.0,0.3074,0.2441,698.91,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.35_sn0.5.wav
A,Method A — SDEdit (noise injection),noise_level,0.35,-0.4,a0.35_sn0.4,100.0,0.2965,0.2486,695.75,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.35_sn0.4.wav
A,Method A — SDEdit (noise injection),noise_level,0.35,-0.3,a0.35_sn0.3,100.0,0.285,0.2477,692.7,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.35_sn0.3.wav
A,Method A — SDEdit (noise injection),noise_level,0.35,-0.2,a0.35_sn0.2,100.0,0.2638,0.2454,689.68,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.35_sn0.2.wav
A,Method A — SDEdit (noise injection),noise_level,0.35,-0.1,a0.35_sn0.1,100.0,0.2472,0.2469,685.74,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.35_sn0.1.wav
A,Method A — SDEdit (noise injection),noise_level,0.35,-0.0,a0.35_sn0.0,100.0,0.2359,0.2511,682.16,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.35_sn0.0.wav
A,Method A — SDEdit (noise injection),noise_level,0.35,0.1,a0.35_sp0.1,100.0,0.2229,0.2509,677.84,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.35_sp0.1.wav
A,Method A — SDEdit (noise injection),noise_level,0.35,0.2,a0.35_sp0.2,100.0,0.1923,0.2411,673.44,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.35_sp0.2.wav
A,Method A — SDEdit (noise injection),noise_level,0.35,0.3,a0.35_sp0.3,100.0,0.1797,0.2419,669.31,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.35_sp0.3.wav
A,Method A — SDEdit (noise injection),noise_level,0.35,0.4,a0.35_sp0.4,100.0,0.1533,0.2321,664.92,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.35_sp0.4.wav
A,Method A — SDEdit (noise injection),noise_level,0.35,0.5,a0.35_sp0.5,100.0,0.1413,0.2314,660.67,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.35_sp0.5.wav
A,Method A — SDEdit (noise injection),noise_level,0.35,0.6,a0.35_sp0.6,100.0,0.1372,0.2348,656.56,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.35_sp0.6.wav
A,Method A — SDEdit (noise injection),noise_level,0.35,0.7,a0.35_sp0.7,100.0,0.1341,0.2407,652.25,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.35_sp0.7.wav
A,Method A — SDEdit (noise injection),noise_level,0.35,0.8,a0.35_sp0.8,100.0,0.1252,0.2452,647.73,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.35_sp0.8.wav
A,Method A — SDEdit (noise injection),noise_level,0.35,0.9,a0.35_sp0.9,100.0,0.1198,0.2479,643.26,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.35_sp0.9.wav
A,Method A — SDEdit (noise injection),noise_level,0.35,1.0,a0.35_sp1.0,100.0,0.1192,0.2561,639.69,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.35_sp1.0.wav
A,Method A — SDEdit (noise injection),noise_level,0.4,-1.0,a0.40_sn1.0,100.0,0.3337,0.231,707.2,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.40_sn1.0.wav
A,Method A — SDEdit (noise injection),noise_level,0.4,-0.9,a0.40_sn0.9,100.0,0.3286,0.2326,704.6,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.40_sn0.9.wav
A,Method A — SDEdit (noise injection),noise_level,0.4,-0.8,a0.40_sn0.8,100.0,0.3209,0.2326,702.79,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.40_sn0.8.wav
A,Method A — SDEdit (noise injection),noise_level,0.4,-0.7,a0.40_sn0.7,100.0,0.3167,0.2344,700.82,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.40_sn0.7.wav
A,Method A — SDEdit (noise injection),noise_level,0.4,-0.6,a0.40_sn0.6,100.0,0.3142,0.237,698.49,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.40_sn0.6.wav
A,Method A — SDEdit (noise injection),noise_level,0.4,-0.5,a0.40_sn0.5,100.0,0.3032,0.2354,696.23,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.40_sn0.5.wav
A,Method A — SDEdit (noise injection),noise_level,0.4,-0.4,a0.40_sn0.4,100.0,0.2962,0.2393,693.39,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.40_sn0.4.wav
A,Method A — SDEdit (noise injection),noise_level,0.4,-0.3,a0.40_sn0.3,100.0,0.278,0.2376,690.15,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.40_sn0.3.wav
A,Method A — SDEdit (noise injection),noise_level,0.4,-0.2,a0.40_sn0.2,100.0,0.2654,0.2396,687.04,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.40_sn0.2.wav
A,Method A — SDEdit (noise injection),noise_level,0.4,-0.1,a0.40_sn0.1,100.0,0.2556,0.2464,683.92,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.40_sn0.1.wav
A,Method A — SDEdit (noise injection),noise_level,0.4,-0.0,a0.40_sn0.0,100.0,0.2375,0.2434,680.53,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.40_sn0.0.wav
A,Method A — SDEdit (noise injection),noise_level,0.4,0.1,a0.40_sp0.1,100.0,0.2173,0.2408,676.77,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.40_sp0.1.wav
A,Method A — SDEdit (noise injection),noise_level,0.4,0.2,a0.40_sp0.2,100.0,0.2036,0.2434,672.77,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.40_sp0.2.wav
A,Method A — SDEdit (noise injection),noise_level,0.4,0.3,a0.40_sp0.3,100.0,0.1765,0.2342,668.64,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.40_sp0.3.wav
A,Method A — SDEdit (noise injection),noise_level,0.4,0.4,a0.40_sp0.4,100.0,0.1626,0.2315,664.72,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.40_sp0.4.wav
A,Method A — SDEdit (noise injection),noise_level,0.4,0.5,a0.40_sp0.5,100.0,0.1467,0.2287,660.9,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.40_sp0.5.wav
A,Method A — SDEdit (noise injection),noise_level,0.4,0.6,a0.40_sp0.6,100.0,0.1339,0.2271,656.6,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.40_sp0.6.wav
A,Method A — SDEdit (noise injection),noise_level,0.4,0.7,a0.40_sp0.7,100.0,0.118,0.2243,652.76,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.40_sp0.7.wav
A,Method A — SDEdit (noise injection),noise_level,0.4,0.8,a0.40_sp0.8,100.0,0.115,0.2273,648.51,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.40_sp0.8.wav
A,Method A — SDEdit (noise injection),noise_level,0.4,0.9,a0.40_sp0.9,100.0,0.1121,0.2316,644.29,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.40_sp0.9.wav
A,Method A — SDEdit (noise injection),noise_level,0.4,1.0,a0.40_sp1.0,100.0,0.1167,0.2422,640.24,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.40_sp1.0.wav
A,Method A — SDEdit (noise injection),noise_level,0.45,-1.0,a0.45_sn1.0,100.0,0.3287,0.2272,704.22,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.45_sn1.0.wav
A,Method A — SDEdit (noise injection),noise_level,0.45,-0.9,a0.45_sn0.9,100.0,0.3268,0.2301,701.67,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.45_sn0.9.wav
A,Method A — SDEdit (noise injection),noise_level,0.45,-0.8,a0.45_sn0.8,100.0,0.3225,0.2305,699.89,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.45_sn0.8.wav
A,Method A — SDEdit (noise injection),noise_level,0.45,-0.7,a0.45_sn0.7,100.0,0.3155,0.2301,697.78,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.45_sn0.7.wav
A,Method A — SDEdit (noise injection),noise_level,0.45,-0.6,a0.45_sn0.6,100.0,0.312,0.2347,696.03,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.45_sn0.6.wav
A,Method A — SDEdit (noise injection),noise_level,0.45,-0.5,a0.45_sn0.5,100.0,0.304,0.2342,693.92,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.45_sn0.5.wav
A,Method A — SDEdit (noise injection),noise_level,0.45,-0.4,a0.45_sn0.4,100.0,0.2921,0.2356,690.44,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.45_sn0.4.wav
A,Method A — SDEdit (noise injection),noise_level,0.45,-0.3,a0.45_sn0.3,100.0,0.2765,0.2317,687.66,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.45_sn0.3.wav
A,Method A — SDEdit (noise injection),noise_level,0.45,-0.2,a0.45_sn0.2,100.0,0.2667,0.2365,684.43,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.45_sn0.2.wav
A,Method A — SDEdit (noise injection),noise_level,0.45,-0.1,a0.45_sn0.1,100.0,0.2626,0.2461,681.44,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.45_sn0.1.wav
A,Method A — SDEdit (noise injection),noise_level,0.45,-0.0,a0.45_sn0.0,100.0,0.2429,0.2449,678.94,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.45_sn0.0.wav
A,Method A — SDEdit (noise injection),noise_level,0.45,0.1,a0.45_sp0.1,100.0,0.2251,0.2438,675.75,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.45_sp0.1.wav
A,Method A — SDEdit (noise injection),noise_level,0.45,0.2,a0.45_sp0.2,100.0,0.2019,0.2388,672.51,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.45_sp0.2.wav
A,Method A — SDEdit (noise injection),noise_level,0.45,0.3,a0.45_sp0.3,100.0,0.1923,0.2416,668.84,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.45_sp0.3.wav
A,Method A — SDEdit (noise injection),noise_level,0.45,0.4,a0.45_sp0.4,100.0,0.1682,0.2335,665.09,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.45_sp0.4.wav
A,Method A — SDEdit (noise injection),noise_level,0.45,0.5,a0.45_sp0.5,100.0,0.1479,0.2263,661.11,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.45_sp0.5.wav
A,Method A — SDEdit (noise injection),noise_level,0.45,0.6,a0.45_sp0.6,100.0,0.1296,0.2217,657.25,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.45_sp0.6.wav
A,Method A — SDEdit (noise injection),noise_level,0.45,0.7,a0.45_sp0.7,100.0,0.1205,0.2212,653.28,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.45_sp0.7.wav
A,Method A — SDEdit (noise injection),noise_level,0.45,0.8,a0.45_sp0.8,100.0,0.1297,0.232,649.0,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.45_sp0.8.wav
A,Method A — SDEdit (noise injection),noise_level,0.45,0.9,a0.45_sp0.9,100.0,0.1128,0.2257,644.95,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.45_sp0.9.wav
A,Method A — SDEdit (noise injection),noise_level,0.45,1.0,a0.45_sp1.0,100.0,0.1152,0.233,641.15,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.45_sp1.0.wav
A,Method A — SDEdit (noise injection),noise_level,0.5,-1.0,a0.50_sn1.0,100.0,0.3266,0.2251,700.34,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.50_sn1.0.wav
A,Method A — SDEdit (noise injection),noise_level,0.5,-0.9,a0.50_sn0.9,100.0,0.3256,0.2298,698.2,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.50_sn0.9.wav
A,Method A — SDEdit (noise injection),noise_level,0.5,-0.8,a0.50_sn0.8,100.0,0.3194,0.2282,696.61,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.50_sn0.8.wav
A,Method A — SDEdit (noise injection),noise_level,0.5,-0.7,a0.50_sn0.7,100.0,0.3109,0.2248,693.85,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.50_sn0.7.wav
A,Method A — SDEdit (noise injection),noise_level,0.5,-0.6,a0.50_sn0.6,100.0,0.3038,0.2281,693.17,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.50_sn0.6.wav
A,Method A — SDEdit (noise injection),noise_level,0.5,-0.5,a0.50_sn0.5,100.0,0.2955,0.23,690.47,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.50_sn0.5.wav
A,Method A — SDEdit (noise injection),noise_level,0.5,-0.4,a0.50_sn0.4,100.0,0.2881,0.233,687.86,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.50_sn0.4.wav
A,Method A — SDEdit (noise injection),noise_level,0.5,-0.3,a0.50_sn0.3,100.0,0.2824,0.2356,685.33,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.50_sn0.3.wav
A,Method A — SDEdit (noise injection),noise_level,0.5,-0.2,a0.50_sn0.2,100.0,0.2716,0.2402,682.95,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.50_sn0.2.wav
A,Method A — SDEdit (noise injection),noise_level,0.5,-0.1,a0.50_sn0.1,100.0,0.2595,0.242,680.47,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.50_sn0.1.wav
A,Method A — SDEdit (noise injection),noise_level,0.5,-0.0,a0.50_sn0.0,100.0,0.2479,0.2426,677.82,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.50_sn0.0.wav
A,Method A — SDEdit (noise injection),noise_level,0.5,0.1,a0.50_sp0.1,100.0,0.2313,0.2423,675.26,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.50_sp0.1.wav
A,Method A — SDEdit (noise injection),noise_level,0.5,0.2,a0.50_sp0.2,100.0,0.2196,0.2458,672.0,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.50_sp0.2.wav
A,Method A — SDEdit (noise injection),noise_level,0.5,0.3,a0.50_sp0.3,100.0,0.1963,0.2387,668.54,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.50_sp0.3.wav
A,Method A — SDEdit (noise injection),noise_level,0.5,0.4,a0.50_sp0.4,100.0,0.1714,0.2287,665.19,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.50_sp0.4.wav
A,Method A — SDEdit (noise injection),noise_level,0.5,0.5,a0.50_sp0.5,100.0,0.1491,0.2196,661.46,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.50_sp0.5.wav
A,Method A — SDEdit (noise injection),noise_level,0.5,0.6,a0.50_sp0.6,100.0,0.1386,0.2207,658.05,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.50_sp0.6.wav
A,Method A — SDEdit (noise injection),noise_level,0.5,0.7,a0.50_sp0.7,100.0,0.129,0.2174,654.69,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.50_sp0.7.wav
A,Method A — SDEdit (noise injection),noise_level,0.5,0.8,a0.50_sp0.8,100.0,0.1249,0.2209,651.08,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.50_sp0.8.wav
A,Method A — SDEdit (noise injection),noise_level,0.5,0.9,a0.50_sp0.9,100.0,0.1173,0.2212,647.36,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.50_sp0.9.wav
A,Method A — SDEdit (noise injection),noise_level,0.5,1.0,a0.50_sp1.0,100.0,0.105,0.2168,643.46,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.50_sp1.0.wav
A,Method A — SDEdit (noise injection),noise_level,0.55,-1.0,a0.55_sn1.0,100.0,0.3285,0.2303,697.13,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.55_sn1.0.wav
A,Method A — SDEdit (noise injection),noise_level,0.55,-0.9,a0.55_sn0.9,100.0,0.3213,0.2291,695.18,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.55_sn0.9.wav
A,Method A — SDEdit (noise injection),noise_level,0.55,-0.8,a0.55_sn0.8,100.0,0.3111,0.2281,693.75,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.55_sn0.8.wav
A,Method A — SDEdit (noise injection),noise_level,0.55,-0.7,a0.55_sn0.7,100.0,0.3115,0.2342,691.96,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.55_sn0.7.wav
A,Method A — SDEdit (noise injection),noise_level,0.55,-0.6,a0.55_sn0.6,100.0,0.3056,0.2352,690.15,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.55_sn0.6.wav
A,Method A — SDEdit (noise injection),noise_level,0.55,-0.5,a0.55_sn0.5,100.0,0.2932,0.2306,688.05,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.55_sn0.5.wav
A,Method A — SDEdit (noise injection),noise_level,0.55,-0.4,a0.55_sn0.4,100.0,0.281,0.2283,686.18,12.256,C:\Users\User\Documents\MSc\Studies\New folder\results\extension_2\method_A\audio\a0.55_sn0.4.wav
